,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1508,12/10/17,12/10/17,Same Day,LS-16975,Lindsay Shagiari,Home Office,United States,Omaha,Nebraska,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.525
1509,9/12/17,9/15/17,First Class,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0,3.0096
1510,6/24/17,7/1/17,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,West,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,0,111.824
1511,6/24/17,7/1/17,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,West,Office Supplies,Art,4009 Highlighters by Sanford,35.82,9,0,11.8206
1512,8/18/17,8/22/17,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3,0.2,12.504
1513,8/18/17,8/22/17,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139
1514,8/18/17,8/22/17,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648
1515,12/11/17,12/17/17,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098
1516,12/10/17,12/14/17,Second Class,MC-17845,Michael Chen,Consumer,United States,North Las Vegas,Nevada,West,Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1669.6,4,0,116.872
1517,2/3/14,2/6/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248
1518,2/3/14,2/6/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3,0.2,4.3134
1519,2/11/17,2/14/17,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7,0.2,7.7343
1520,4/16/17,4/21/17,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,Newell 325,16.52,5,0.2,2.065
1521,12/6/15,12/11/15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516
1522,12/6/15,12/11/15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,West,Office Supplies,Paper,Xerox 1970,19.92,5,0.2,6.723
1523,12/6/15,12/11/15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,West,Office Supplies,Paper,Xerox 1960,198.272,8,0.2,61.96
1524,12/6/15,12/11/15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,0.2,-58.6872
1525,12/6/15,12/11/15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092
1526,7/22/16,7/27/16,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,East,Office Supplies,Art,12 Colored Short Pencils,4.16,2,0.2,0.364
1527,7/22/16,7/27/16,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488
1528,11/7/15,11/10/15,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,East,Office Supplies,Fasteners,Rubber Band Ball,26.18,7,0,0.5236
1529,11/7/15,11/10/15,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,East,Office Supplies,Paper,Loose Memo Sheets,7.3,2,0,3.431
1530,3/26/15,3/31/15,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,South,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235
1531,8/31/17,9/5/17,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,West,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058
1532,8/31/17,9/5/17,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,West,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222
1533,12/4/16,12/8/16,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,East,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,6,0,0
1534,2/10/17,2/14/17,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
1535,10/29/16,11/2/16,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,East,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0,0.4074
1536,10/29/16,11/2/16,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,East,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3,0,3.0342
1537,9/15/17,9/17/17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,East,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.5971
1538,9/15/17,9/17/17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512
1539,9/15/17,9/17/17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644
1540,9/15/17,9/17/17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0,116.3904
1541,3/11/14,3/16/14,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,0.2,2.288
1542,3/11/14,3/16/14,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,Stockwell Push Pins,10.464,6,0.2,1.7004
1543,2/4/14,2/8/14,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136
1544,2/4/14,2/8/14,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0,16.0928
1545,12/31/14,1/4/15,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686
1546,11/23/15,11/27/15,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1915,335.52,4,0.2,117.432
1547,11/23/15,11/27/15,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504
1548,11/23/15,11/27/15,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2,0.2,2.3674
1549,7/6/14,7/8/14,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,East,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975
1550,11/13/17,11/18/17,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,Central,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086
1551,6/17/16,6/22/16,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1934,111.96,2,0,54.8604
1552,5/3/14,5/5/14,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,Central,Office Supplies,Labels,Avery 481,21.56,7,0,10.3488
1553,10/16/17,10/21/17,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0,57.385
1554,2/6/15,2/13/15,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,West,Office Supplies,Art,Newell 310,5.28,3,0,1.5312
1555,9/4/17,9/8/17,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0,39.5428
1556,5/9/16,5/15/16,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,3.504
1557,5/9/16,5/15/16,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 319,79.36,5,0.2,9.92
1558,3/16/15,3/18/15,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,West,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0,44.7096
1559,4/9/16,4/13/16,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,12.8151
1560,4/4/14,4/9/14,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,West,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
1561,9/5/17,9/6/17,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,Newell 333,2.78,1,0,0.7228
1562,6/30/17,6/30/17,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,East,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785
1563,11/9/15,11/9/15,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,4.1151
1564,3/4/14,3/4/14,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745
1565,3/19/15,3/25/15,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,West,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879
1566,11/29/15,11/30/15,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,Central,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685
1567,11/29/15,11/30/15,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,Central,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-13.6152
1568,6/11/17,6/11/17,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553
1569,11/26/17,11/30/17,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,South,Office Supplies,Art,Newell 347,12.84,3,0,3.7236
1570,11/23/14,11/25/14,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941
1571,11/23/14,11/25/14,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3,0,10.4832
1572,11/23/14,11/25/14,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,0,6.2979
1573,11/23/14,11/25/14,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2,0.2,23.84
1574,12/15/14,12/18/14,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,Central,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153
1575,12/15/14,12/18/14,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
1576,4/22/16,4/27/16,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Storage,Pizazz Global Quick File,23.952,2,0.2,2.3952
1577,5/23/16,5/27/16,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,South,Office Supplies,Paper,Xerox 1949,4.98,1,0,2.4402
1578,2/27/16,3/1/16,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0,49.5552
1579,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
1580,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224
1581,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0,2.9372
1582,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,2,0.2,456.588
1583,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456
1584,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
1585,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.386
1586,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1886,143.7,3,0,68.976
1587,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.0055
1588,8/9/15,8/12/15,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,4,0,34.692
1589,5/12/16,5/16/16,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,South,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0,2.9592
1590,4/15/16,4/19/16,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,Central,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,0.2,5.8604
1591,4/15/16,4/19/16,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,Central,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145
1592,6/23/15,6/25/15,Second Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,West,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,4,0.2,22.6764
1593,10/19/14,10/19/14,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,0,6.5856
1594,3/24/15,3/27/15,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,Central,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058
1595,5/8/17,5/12/17,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
1596,10/16/17,10/18/17,First Class,MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,13,0,175.136
1597,11/19/17,11/21/17,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Paper,Xerox 1901,16.896,4,0.2,5.28
1598,11/19/17,11/21/17,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672,1,0.2,0.5004
1599,11/19/17,11/21/17,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
1600,11/19/17,11/21/17,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,Central,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993
1601,5/8/16,5/13/16,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,East,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0,42.392
1602,12/11/16,12/17/16,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,South,Office Supplies,Art,Prang Drawing Pencil Set,6.672,3,0.2,1.668
1603,11/30/17,12/4/17,Standard Class,ME-17725,Max Engle,Consumer,United States,Newark,Delaware,East,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,0,45.2226
1604,4/19/16,4/24/16,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,0.2,12.987
1605,4/19/16,4/24/16,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Newell 307,5.46,3,0,1.5288
1606,4/19/16,4/24/16,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0,21.228
1607,4/19/16,4/24/16,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,1.971
1608,4/19/16,4/24/16,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
1609,4/19/16,4/24/16,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Binder Labels,9.336,3,0.2,3.2676
1610,5/26/14,5/30/14,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568
1611,5/26/14,5/30/14,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584
1612,5/26/14,5/30/14,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
1613,12/21/17,12/25/17,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,West,Office Supplies,Storage,Letter Size Cart,1000.02,7,0,290.0058
1614,3/15/16,3/19/16,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461
1615,8/10/15,8/16/15,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,Office Supplies,Labels,Avery 480,3.75,1,0,1.8
1616,8/10/15,8/16/15,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,Office Supplies,Labels,Avery 489,41.4,4,0,19.872
1617,8/10/15,8/16/15,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,Office Supplies,Art,Peel-Off China Markers,29.79,3,0,12.5118
1618,9/10/16,9/14/16,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,East,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.922
1619,9/10/16,9/14/16,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0,3.0774
1620,7/8/17,7/15/17,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
1621,7/8/17,7/15/17,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,West,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752
1622,7/8/17,7/15/17,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,West,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,7.8192
1623,7/8/17,7/15/17,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,West,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5
1624,12/19/15,12/24/15,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,West,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495
1625,12/19/15,12/24/15,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,West,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0,556.974
1626,11/16/15,11/22/15,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,East,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0,141.2775
1627,9/24/15,9/30/15,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0,155.25
1628,6/21/17,6/25/17,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464
1629,6/21/17,6/25/17,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38
1630,5/8/16,5/8/16,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299
1631,5/8/16,5/8/16,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,3.7408
1632,5/8/16,5/8/16,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288
1633,5/8/16,5/8/16,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,0.2,1.57
1634,5/8/16,5/8/16,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264
1635,11/26/14,12/2/14,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,West,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
1636,11/26/14,12/2/14,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,West,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27
1637,11/26/14,12/2/14,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,West,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672
1638,5/26/16,6/1/16,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,0,9.3312
1639,5/26/16,6/1/16,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344
1640,5/26/16,6/1/16,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842
1641,5/26/16,6/1/16,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754
1642,11/29/14,12/4/14,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Skokie,Illinois,Central,Office Supplies,Fasteners,Staples,12.624,2,0.2,3.945
1643,3/19/15,3/20/15,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392
1644,3/19/15,3/20/15,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,Technology,Copiers,Canon PC940 Copier,3149.93,7,0,1480.4671
1645,3/19/15,3/20/15,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0,100.656
1646,11/1/15,11/3/15,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094
